SUBJECT|SUB_NER|SCALAR_TYPE|TAG|VERB|VCAT|TAG|OBJECT|OBJ_NER|SCALAR_TYPE|TAG|LABEL 
system|O|0|NN|shall display|Other|VB|shipping charges|O|0|NNS
system|O|0|NN|shall display|Other|VB|tentative duration for shipping|O|0|NN
user|O|0|NN|enter|Other|VB|order information for tracking|O|0|NN
system|O|0|NN|shall display|Other|VB|current tracking information about order|O|0|NN
system|O|0|NN|shall calculate tax for|Other|IN|order|O|0|NN
system|O|0|NN|shall display tax information for|Other|IN|order|O|0|NN
system|O|0|NN|shall display|Other|VB|available payment methods for payment|O|0|NN
user|O|0|NN|select|Other|VB|payment method for order|O|0|NN
system|O|0|NN|shall display|Other|VB|orders|O|0|NNS
system|O|0|NN|shall allow|Other|VB|user|O|0|NN
system|O|0|NN|shall allow|Other|VB|user|O|0|NN
system|O|0|NN|shall allow|Other|VB|user|O|0|NN
system|O|0|NN|shall notify user about|Other|IN|changes made to order|O|0|NN
system|O|0|NN|shall display|Other|VB|reviews of product|O|0|NN
system|O|0|NN|shall enable|Other|VB|user|O|0|NN
system|O|0|NN|shall display|Other|VB|available financing options|O|0|NNS
system|O|0|NN|shall allow|Other|VB|user|O|0|NN
system|O|0|NN|shall notify|Other|VB|use about financing request|O|0|NN
system|O|0|NN|shall allow|Other|VB|user|O|0|NN
system|O|0|NN|shall display|Other|VB|available promotions|O|0|NNS
system|O|0|NN|shall allow|Other|VB|user|O|0|NN
system|O|0|NN|shall allow|Other|VB|user|O|0|NN
user|O|0|NN|enter|Other|VB|payment information|O|0|NN
system|O|0|NN|shall provide|Other|VB|uniform look|O|0|NN
system|O|0|NN|shall provide|Other|VB|digital image for product|O|0|NN
system|O|0|NN|shall provide|Other|VB|use of icons|O|0|NNS
system|O|0|NN|shall provide|Other|VB|handicap access|O|0|NN
system|O|0|NN|shall provide|Other|VB|multi language support|O|0|NN
system|O|0|NN|shall provide|Other|VB|storage of databases on redundant computers|O|0|NNS
system|O|0|NN|shall provide for|Other|IN|replication of databases to off-site storage locations|O|0|NNS
system|O|0|NN|shall provide|Other|VB|RAID V Disk Stripping on database storage disks|O|0|NNS
Virtual-EDU|O|0|JJ|consists of|Other|IN|online website|O|0|NN
system|O|0|NN|provides|Other|VBZ|new distance learning platform|O|0|NN
system|O|0|NN|will allow|Other|VB|communicate more effectively with students|O|0|NNS
user|O|0|NN|share|Other|VB|his profile information|O|0|NN
user|O|0|NN|manage|Other|VB|private temporary hosting space|O|0|NN
system|O|0|NN|allow|Other|VBP|ability for file sharing for collaborative work|O|0|NN
ability|O|0|NN|work together in|Other|IN|real time|O|0|NN
system|O|0|NN|allow|Other|VBP|abilityshare|O|0|NN
students|O|0|NNS|submit class assignments to|Other|TO|professor|TITLE|0|NN
assignment|O|0|NN|is accepted based on|Other|IN|submission deadlines|O|0|NNS
system|O|0|NN|notifies|Other|VBZ|student|TITLE|0|NN
assignment|O|0|NN|is|IS-A|VBZ|when accepted|O|0|VBN
system|O|0|NN|archives|Other|VBZ|accepted assignments|O|0|NNS
system|O|0|NN|provides testing tools with|Other|IN|instant grading|O|0|NN
system|O|0|NN|notifies grades to|Other|TO|students|O|0|NNS
system|O|0|NN|provides|Other|VBZ|one-to-one connection|O|0|NN
account holder|O|0|NN|make|Other|VB|changes in profile|O|0|NN
system|O|0|NN|allows|Other|VBZ|user|O|0|NN
system usage|O|0|NN|is limited to|Other|TO|only Windows XP|MISC|0|NN
system usage|O|0|NN|is limited to|Other|TO|only Internet Explorer|TITLE|0|NNP
their computers|O|0|NNS|equipped with|Other|IN|microphone|O|0|NN
Real Player|O|0|NNP|installed on|Other|IN|their systems|O|0|NNS
privacy statement|O|0|NN|prior using|Other|VBG|application sharing|O|0|NN
System|MISC|0|NNP|is|IS-A|VBZ|software application|O|0|NN
system|O|0|NN|assists|Other|VBZ|airline with transactions related|O|0|VBN
repetitive work|O|0|NN|done by|Other|IN|system administrator|TITLE|0|NN
information|O|0|NN|required from|Other|IN|customers|O|0|NNS
validity|O|0|NN|give feedback in case of|Other|IN|errors|O|0|NNS
customer|O|0|NN|has|containment|null|privacy concerns|O|0|NNS
travelers|O|0|NNS|make|Other|VB|changes to their trip|O|0|NN
software|O|0|NN|must|Other|MD|must launched into graphical user interface|O|0|NN
graphical user interface|O|0|NN|load|Other|VB|sorted network file|O|0|NN
graphical user interface|O|0|NN|generate|Other|VB|new network files|O|0|NNS
graphical user interface|O|0|NN|must|Other|MD|must able|O|0|JJ
graphical user interface|O|0|NN|must display end reliability in|Other|IN|decimal format|O|0|NN
graphical user interface|O|0|NN|must display|Other|VB|number of nodes generated in whole tree|O|0|NN
graphical user interface|O|0|NN|must display|Other|VB|number of total nodes processed|O|0|VBN
graphical user interface|O|0|NN|must display maximum number nodes at|Other|IN|one level|O|0|NN
software|O|0|NN|calculate reliability with|Other|IN|as low of time complexity|O|0|NN
software|O|0|NN|load|Other|VB|sorted network file for computation|O|0|NN
software|O|0|NN|must compute|Other|VB|reliability of successful network|O|0|NN
software|O|0|NN|must output|Other|NN|reliability|O|0|NN
software|O|0|NN|maximum number at|Other|IN|level|O|0|NN
software|O|0|NN|must compute|Other|VB|total number of nodes generated in whole tree|O|0|NN
software|O|0|NN|must compute|Other|VB|total number of nodes processed|O|0|VBN
software|O|0|NN|must have|Other|VB|User Manual suitable for user interacting with system|O|0|NN
software|O|0|NN|must have|Other|VB|User Manual suitable for developer|TITLE|0|NN
system|O|0|NN|should associate|Other|VB|supervisor indicator with job class|O|0|NN
system|O|0|NN|should handle|Other|VB|number of existing fees associated with unions|O|0|NNS
system|O|0|NN|should handle|Other|VB|number of new fees associated with unions|O|0|NNS
system|O|0|NN|should capture as|Other|IN|active|O|0|JJ
system|O|0|NN|should assign Supervisor Code based on|Other|IN|value in Job Class table|O|0|NN
system|O|0|NN|should provide|Other|VB|Labor Relations office|O|0|NN
system|O|0|NN|should provide|Other|VB|Labor Relations office|O|0|NN
quality control|O|0|NN|make surface transportation weather|Other|NN|can more productive|O|0|JJ
Surface transportation-based weather observations|O|0|NNS|will enhance|Other|VB|existing weather data sources|O|0|NNS
Collection|O|0|NN|will support|Other|VB|real-time operational responses weather|O|0|VB
Surface transportation-based weather observations|O|0|NNS|will permit|Other|VB|support for enhancement of models|O|0|NNS
open approach|O|0|NN|be|IS-A|VB|how used|O|0|VBN
Clarus Initiative|O|0|NNP|will address|Other|VB|necessary infrastructure|O|0|NN
data coverage|O|0|NN|providing guidance to|Other|TO|owners of data sources regarding quality of their data|O|0|NNS
Surface transportation environmental data|O|0|NNS|will include|Other|VB|hydrologic data|O|0|NNS
addition|O|0|NN|will further enhance|Other|VB|general purpose weather forecasting|O|0|NN
deployed Clarus system|O|0|NN|include|Other|VB|one-stop Internet portal for surface transportation environmental observations|O|0|NNS
deployed Clarus system|O|0|NN|include|Other|VB|Data provided without post-processing ready|O|0|JJ
deployed Clarus system|O|0|NN|include quality control to|Other|TO|operators of originating sensor stations|O|0|NNS
deployed Clarus system|O|0|NN|include|Other|VB|data transferred in one common protocol with full metadata|O|0|NN
deployed Clarus system|O|0|NN|include|Other|VB|Management of user 's rights to input|O|0|NN
deployed Clarus system|O|0|NN|include|Other|VB|Support for inclusion of new technologies|O|0|NNS
Clarus system|O|0|NN|shall collect|Other|VB|quality control|O|0|NN
Clarus system|O|0|NN|access|Other|NN|in-situ environmental observations from data collectors|O|0|NNS
Clarus system|O|0|NN|shall|Other|MD|shall able to access|O|0|NN
Clarus system|O|0|NN|shall calculate data from|Other|IN|observations|O|0|NNS
Clarus system|O|0|NN|receive|Other|VB|roadway weather measurements derived from VII data|O|0|NNS
Clarus system|O|0|NN|shall allow|Other|VB|access to new surface transportation|O|0|NN
Clarus system|O|0|NN|shall accept|Other|VB|environmental data derived from images|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|surface condition data derived from surface images|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|atmospheric condition data derived from atmospheric images|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|weather hazard reports|O|0|NNS
Clarus system|O|0|NN|retrieve data directly from|Other|IN|environmental sensor stations|O|0|NNS
Clarus system|O|0|NN|shall minimize|Other|VB|time for data acquisition|O|0|NN
Clarus system|O|0|NN|shall process data|Other|NNS|received|O|0|VBN
Clarus system|O|0|NN|shall collect|Other|VB|pavement-related observations|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from railway systems|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from railroad vehicles|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from vehicles|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from maintenance|O|0|NN
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from service patrol vehicles|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from transit vehicles|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from emergency vehicles|O|0|NNS
Clarus system|O|0|NN|receive weather data from|Other|IN|weather service providers|O|0|NNS
Clarus system|O|0|NN|shall implement|Other|VB|continuous quality control processes|O|0|NNS
Clarus system|O|0|NN|shall provide|Other|VB|environmental data quality flags|O|0|NNS
Clarus system|O|0|NN|shall provide|Other|VB|notification of data quality conditions|O|0|NNS
Clarus system|O|0|NN|shall detect out of|Other|IN|range values|O|0|NNS
Clarus system|O|0|NN|shall apply|Other|VB|appropriate quality checks|O|0|NNS
human intervention|O|0|NN|override|Other|VB|automatically applied quality assessment|O|0|NN
methods|O|0|NNS|deriving|Other|VBG|quality control information|O|0|NN
Clarus system|O|0|NN|implement|Other|VB|quality control rules for environmental parameter|O|0|NN
Clarus system|O|0|NN|implement|Other|VB|quality control rules for specific environmental situations|O|0|NNS
Clarus system|O|0|NN|implement|Other|VB|quality control rules specific to observation locations|O|0|NNS
Clarus system|O|0|NN|base|Other|VB|its quality control process|O|0|NN
Clarus system|O|0|NN|base|Other|VB|its quality control process|O|0|NN
Clarus system|O|0|NN|use algorithms for|Other|IN|its quality control process|O|0|NN
Clarus system|O|0|NN|detect|Other|VB|data submission errors|O|0|NNS
Clarus system|O|0|NN|provide sensor equipment data in|Other|IN|response to request|O|0|NN
Clarus system|O|0|NN|shall minimize|Other|VB|time for data dissemination|O|0|NN
Clarus system|O|0|NN|disseminate|Other|VB|data based on spatial queries|O|0|NNS
Clarus system|O|0|NN|shall maintain library for|Other|IN|at least seven days|DURATION|0|NNS
Clarus program|O|0|NN|shall alert users to|Other|TO|system modifications|O|0|NNS
Clarus system|O|0|NN|shall enable|Other|VB|system administrators|O|0|NNS
Clarus system|O|0|NN|restrict|Other|VB|environmental data publication based on source|O|0|NN
Clarus system|O|0|NN|shall record|Other|VB|statistics about its operation|O|0|NN
Clarus system|O|0|NN|shall log|Other|VB|data transactions|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from maintenance|O|0|NN
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from service patrol vehicles|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from transit vehicles|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|environmental data from emergency vehicles|O|0|NNS
Clarus system|O|0|NN|receive weather data from|Other|IN|weather service providers|O|0|NNS
Clarus system|O|0|NN|shall implement|Other|VB|continuous quality control processes|O|0|NNS
Clarus system|O|0|NN|shall provide|Other|VB|environmental data quality flags|O|0|NNS
Clarus system|O|0|NN|shall provide|Other|VB|notification of data quality conditions|O|0|NNS
Clarus system|O|0|NN|shall detect out of|Other|IN|range values|O|0|NNS
Clarus system|O|0|NN|shall apply|Other|VB|appropriate quality checks|O|0|NNS
human intervention|O|0|NN|override|Other|VB|automatically applied quality assessment|O|0|NN
methods|O|0|NNS|deriving|Other|VBG|quality control information|O|0|NN
Clarus system|O|0|NN|implement|Other|VB|quality control rules for environmental parameter|O|0|NN
Clarus system|O|0|NN|implement|Other|VB|quality control rules for specific environmental situations|O|0|NNS
Clarus system|O|0|NN|implement|Other|VB|quality control rules specific to observation locations|O|0|NNS
Clarus system|O|0|NN|base|Other|VB|its quality control process|O|0|NN
Clarus system|O|0|NN|base|Other|VB|its quality control process|O|0|NN
Clarus system|O|0|NN|use algorithms for|Other|IN|its quality control process|O|0|NN
Clarus system|O|0|NN|detect|Other|VB|data submission errors|O|0|NNS
Clarus system|O|0|NN|provide sensor equipment data in|Other|IN|response to request|O|0|NN
Clarus system|O|0|NN|shall minimize|Other|VB|time for data dissemination|O|0|NN
Clarus system|O|0|NN|disseminate|Other|VB|data based on spatial queries|O|0|NNS
Clarus system|O|0|NN|shall maintain library for|Other|IN|at least seven days|DURATION|0|NNS
Clarus program|O|0|NN|shall alert users to|Other|TO|system modifications|O|0|NNS
Clarus system|O|0|NN|shall enable|Other|VB|system administrators|O|0|NNS
Clarus system|O|0|NN|restrict|Other|VB|environmental data publication based on source|O|0|NN
Clarus system|O|0|NN|shall record|Other|VB|statistics about its operation|O|0|NN
Clarus system|O|0|NN|shall log|Other|VB|data transactions|O|0|NNS
Clarus system|O|0|NN|disseminate|Other|VB|surface data|O|0|NNS
Clarus system|O|0|NN|disseminate|Other|VB|hydrologic data|O|0|NNS
Clarus system|O|0|NN|disseminate|Other|VB|atmospheric metadata|O|0|NN
Clarus system|O|0|NN|disseminate|Other|VB|surface metadata|O|0|NN
Clarus system|O|0|NN|disseminate|Other|VB|hydrologic metadata|O|0|NN
Clarus system|O|0|NN|shall accept|Other|VB|only observations|O|0|NNS
Clarus system|O|0|NN|shall accept|Other|VB|only observations of known measurement types|O|0|NNS
Clarus system|O|0|NN|disseminate|Other|VB|environmental sensor station metadata|O|0|NN
Clarus system|O|0|NN|shall|Other|MD|shall able|O|0|JJ
Clarus system|O|0|NN|shall accept data through|Other|IN|Clarus standard interface|O|0|NN
Clarus system|O|0|NN|communicate with|Other|IN|environmental sensor stations|O|0|NNS
Clarus system|O|0|NN|communicate through|Other|IN|their native interfaces|O|0|NNS
Clarus system|O|0|NN|communicate through|Other|IN|its native interface|O|0|NN
Clarus system|O|0|NN|collect|Other|VB|environmental data|O|0|NNS
Clarus system|O|0|NN|shall transfer as efficiently|Other|RB|data|O|0|NNS
Clarus system|O|0|NN|minimize implementation impact to|Other|TO|users|O|0|NNS
service providers|O|0|NNS|select|Other|VB|specific desired data sets|O|0|NNS
Clarus system|O|0|NN|shall respond to|Other|TO|queries for environmental data from available data|O|0|NNS
Clarus system|O|0|NN|shall enable data queries by|Other|IN|timestamp|O|0|NN
Clarus system|O|0|NN|shall enable data queries by|Other|IN|location reference|O|0|NN
Clarus system|O|0|NN|shall enable data queries by|Other|IN|quality|O|0|NN
Clarus system|O|0|NN|shall enable data queries by|Other|IN|source|O|0|NN
Clarus system|O|0|NN|shall provide|Other|VB|user interface for system administration|O|0|NN
Clarus system|O|0|NN|shall manage system user privileges according to|Other|TO|Clarus data|O|0|NNS
users|O|0|NNS|create|Other|VB|data subscription request|O|0|NN
Clarus system|O|0|NN|shall respond to|Other|TO|queries for environmental data from available data|O|0|NNS
Clarus system|O|0|NN|shall enable data queries by|Other|IN|timestamp|O|0|NN
Clarus system|O|0|NN|shall enable data queries by|Other|IN|location reference|O|0|NN
Clarus system|O|0|NN|shall enable data queries by|Other|IN|quality|O|0|NN
Clarus system|O|0|NN|shall enable data queries by|Other|IN|source|O|0|NN
Clarus system|O|0|NN|shall provide|Other|VB|user interface for system administration|O|0|NN
Clarus system|O|0|NN|shall manage system user privileges according to|Other|TO|Clarus data|O|0|NNS
users|O|0|NNS|create|Other|VB|data subscription request|O|0|NN
Clarus system|O|0|NN|shall|Other|MD|shall able|O|0|JJ
Clarus system|O|0|NN|shall use|Other|VB|hardware|O|0|NN
Clarus system|O|0|NN|shall use|Other|VB|software|O|0|NN
Clarus system|O|0|NN|operate on|Other|IN|redundant hardware|O|0|NN
Clarus system|O|0|NN|shall disseminate data in|Other|IN|response to scheduled request|O|0|NN
Clarus system|O|0|NN|shall disseminate data in|Other|IN|response to polling|O|0|NN
Clarus system|O|0|NN|shall disseminate data in|Other|IN|response to change notification request|O|0|NN
Clarus system|O|0|NN|shall|Other|MD|shall able|O|0|JJ
data|O|0|NNS|using|Other|VBG|standard Internet protocols|O|0|NNS
HTML coding|O|0|VBG|shall meet|Other|VB|FHWA requirements for web sites|O|0|NNS
Clarus system|O|0|NN|shall support|Other|VB|modular components|O|0|NNS
Clarus system|O|0|NN|use|Other|VB|standard GPS|O|0|NN
Clarus system|O|0|NN|shall use Coordinated Universal Time for|Other|IN|timestamps|O|0|NNS
Clarus system|TITLE|0|NN|shall have|Other|VB|minimum of one system administrator|TITLE|0|NN
Clarus system|O|0|NN|mitigate|Other|VB|communication denial-of-service attacks|CAUSE_OF_DEATH|0|NNS
Clarus system|O|0|NN|automatically recover from|Other|IN|unexpected shutdown|O|0|NN
Clarus system|O|0|NN|shall|Other|MD|shall able|O|0|JJ
Clarus system|O|0|NN|publish data at|Other|IN|three times volume rate|O|0|NN
Clarus system|O|0|NN|prioritize|Other|VB|data handling for time-critical data|O|0|NNS
Clarus system|O|0|NN|shall support|Other|VB|470 million current observations|O|0|NNS
Clarus system|O|0|NN|collect data within|Other|IN|5 minutes of them|O|0|PRP
Clarus system|O|0|NN|shall|Other|MD|shall able|O|0|JJ
Clarus system|O|0|NN|complete quality control check within|Other|IN|ten seconds of data receipt|O|0|NN
Clarus system|O|0|NN|publish data within|Other|IN|twenty minutes of data receipt|O|0|NN
Clarus system|O|0|NN|shall respond to|Other|TO|request for information within one minute|DURATION|0|NN
Clarus system|O|0|NN|handle|Other|VB|three hundred simultaneous requests for environmental element data|O|0|NNS
Clarus system|O|0|NN|support|Other|VB|six hundred concurrent users|O|0|NNS
Clarus system|O|0|NN|support|Other|VB|six thousand registered users|O|0|NNS
Clarus system|O|0|NN|shall accept data from|Other|IN|only approved sources|O|0|NNS
data|O|0|NNS|sharing|Other|VBG|agreements with participating sources of environmental data|O|0|NNS
Clarus program|O|0|NN|shall maintain|Other|VB|continuous 24x7 operations|O|0|NNS
Clarus program|O|0|NN|shall provide|Other|VB|environment|O|0|NN
Clarus program|O|0|NN|shall provide|Other|VB|environment|O|0|NN
Clarus program|O|0|NN|shall provide|Other|VB|network management tools|O|0|NNS
Clarus program|O|0|NN|shall provide|Other|VB|setup support|O|0|NN
Clarus program|O|0|NN|shall provide for|Other|IN|customer service|O|0|NN
Clarus program|O|0|NN|shall provide|Other|VB|trained support staff|O|0|NN
Clarus program|O|0|NN|shall define|Other|VB|data quality assurance methods|O|0|NNS
Clarus program|O|0|NN|shall define|Other|VB|quality control rules for environmental observations|O|0|NNS
Clarus program|O|0|NN|shall define|Other|VB|data retention standards|O|0|NNS
Clarus program|O|0|NN|shall provide|Other|VB|documentation of Clarus standards|O|0|NNS
Clarus program standards|O|0|NNS|shall accommodate|Other|VB|contributions of new sensor technologies to Clarus system|O|0|NN
Clarus program standards|O|0|NNS|shall support|Other|VB|multiple methods of data delivery|O|0|NN
Clarus program|O|0|NN|shall maintain|Other|VB|comprehensive Clarus system test environment|O|0|NN
Clarus program|O|0|NN|shall test|Other|NN|software changes in designated test environment|O|0|NN
Clarus program|O|0|NN|shall test|Other|NN|hardware changes in designated test environment|O|0|NN
Clarus program|O|0|NN|shall operate Clarus system according to|Other|TO|its published IT Security Plan|O|0|NNP
Clarus program|O|0|NN|shall operate according to|Other|TO|Government IT security requirements|O|0|NNS
Clarus program|O|0|NN|shall operate according to|Other|TO|Government IT security requirements|O|0|NNS
Clarus program|O|0|NN|operate|Other|VB|outlined in DOT Order 1630.2 B|O|0|NN
Weather service providers|O|0|NNS|use|Other|VB|Clarus data|O|0|NNS
Public agency maintenance|O|0|NN|shall|Other|MD|shall able|O|0|JJ
Rail system personnel|O|0|NNS|use|Other|VB|Clarus system|O|0|NN
Traffic management personnel|O|0|NNS|shall|Other|MD|shall able|O|0|JJ
Transit personnel|O|0|NNS|shall|Other|MD|shall able|O|0|JJ
freight community|O|0|NN|use|Other|VB|Clarus system|O|0|NN
public safety personnel|O|0|NNS|use|Other|VB|Clarus system|O|0|NN
Clarus program|O|0|NN|shall maintain|Other|VB|information about data providers|O|0|NNS
Clarus program|O|0|NN|shall maintain|Other|VB|metadata about data provider 's network|O|0|NN
Clarus program|O|0|NN|shall maintain|Other|VB|information about data provider redistribution restrictions|O|0|NNS
Clarus program|O|0|NN|shall maintain|Other|VB|information about service providers|O|0|NNS
Clarus program|O|0|NN|shall maintain|Other|VB|information about service provider communications|O|0|NNS
Clarus program|O|0|NN|shall maintain|Other|VB|information about service provider access to data|O|0|NNS
Clarus program|O|0|NN|shall allow|Other|VB|potential weather element data providers|O|0|NNS
CDN|MISC|0|NN|peering|Other|VBG|assists in coordinated content delivery|O|0|NN
content replication|O|0|NN|determining compensation on|Other|IN|geographically distributed Internet scale|O|0|NN
different CDN providers|O|0|NNS|share|Other|VB|resources|O|0|NNS
particular CDN|O|0|NN|achieve scale/reach through|Other|IN|resource sharing with other CDN s|O|0|NNS
triggering condition|O|0|NN|must consider|Other|VB|expected load increases in initiating CDN|O|0|NN
negotiated relationships|O|0|NNS|must specify|Other|VB|interactions among entities including service administration|O|0|NN
initiating CDN|O|0|NN|Once identifies activities through|Other|IN|relationships for coordination|O|0|NN
mediator instance|O|0|NN|passes service requirements to|Other|TO|local PA|STATE_OR_PROVINCE|0|NN
PA|ORGANIZATION|0|NN|performs|Other|VBZ|resource discovery process|O|0|NN
System|MISC|0|NNP|configure CDN protocols at|Other|IN|conduit of CDNs|O|0|NNS
protocols|O|0|NNS|also allow|Other|VBP|participating|O|0|VBG
CDNs|O|0|NNS|exchange|Other|NN|accounting information|O|0|NN
system|O|0|NN|do|Other|VBP|Development peering|O|0|VBG
system|O|0|NN|thus improving|Other|VBG|performance of content delivery|O|0|NN
Web server s|O|0|NNS|functions of is|Other|VBZ|Web server replicates|O|0|VBZ
Web server s|O|0|NNS|functions of is|Other|VBZ|event of Web hotspot|O|0|NN
Web services host|TITLE|0|NN|ensures|Other|VBZ|delivery of content to end-users|O|0|NNS
Web server s|O|0|NNS|functions of is|Other|VBZ|policy agent|O|0|NN
Web server s|O|0|NNS|functions of is|Other|VBZ|SLA-allocator|MISC|0|NN
Web server s|O|0|NNS|functions of is|Other|VBZ|Web servers ' underlying algorithms|O|0|NNS
Mediator|TITLE|0|NN|generates service requirements as|Other|IN|basis for negotiated relationships|O|0|NNS
